,date,p (mbar),rh (%),T (degC)
50498,2020-12-16 17:50:00,993.53,92.1,6.85
50499,2020-12-16 18:00:00,993.62,92.9,6.7
50500,2020-12-16 18:10:00,993.62,93.0,6.7
50501,2020-12-16 18:20:00,993.65,92.7,6.75
50502,2020-12-16 18:30:00,993.64,92.9,6.71
50503,2020-12-16 18:40:00,993.72,92.9,6.72
50504,2020-12-16 18:50:00,993.75,92.8,6.76
50505,2020-12-16 19:00:00,993.71,92.5,6.82
50506,2020-12-16 19:10:00,993.77,92.5,6.83
50507,2020-12-16 19:20:00,993.8,92.8,6.78
50508,2020-12-16 19:30:00,993.83,93.0,6.72
50509,2020-12-16 19:40:00,993.85,92.9,6.75
50510,2020-12-16 19:50:00,993.92,92.7,6.8
50511,2020-12-16 20:00:00,993.93,92.3,6.88
50512,2020-12-16 20:10:00,993.88,92.0,6.92
50513,2020-12-16 20:20:00,993.9,92.0,6.92
50514,2020-12-16 20:30:00,993.84,92.1,6.89
50515,2020-12-16 20:40:00,993.74,92.2,6.86
50516,2020-12-16 20:50:00,993.7,92.2,6.84
50517,2020-12-16 21:00:00,993.68,92.2,6.83
50518,2020-12-16 21:10:00,993.58,92.1,6.84
50519,2020-12-16 21:20:00,993.55,91.8,6.87
50520,2020-12-16 21:30:00,993.57,91.5,6.9
50521,2020-12-16 21:40:00,993.59,91.3,6.94
50522,2020-12-16 21:50:00,993.61,91.4,6.94
50523,2020-12-16 22:00:00,993.59,91.0,6.97
50524,2020-12-16 22:10:00,993.49,91.0,6.98
50525,2020-12-16 22:20:00,993.51,90.8,7.01
50526,2020-12-16 22:30:00,993.5,90.5,7.04
50527,2020-12-16 22:40:00,993.45,90.5,7.01
50528,2020-12-16 22:50:00,993.34,90.6,6.98
50529,2020-12-16 23:00:00,993.34,90.1,6.98
50530,2020-12-16 23:10:00,993.32,89.7,7.02
50531,2020-12-16 23:20:00,993.27,90.0,6.95
50532,2020-12-16 23:30:00,993.27,90.7,6.77
50533,2020-12-16 23:40:00,993.28,92.0,6.48
50534,2020-12-16 23:50:00,993.21,93.0,6.26
50535,2020-12-17 00:00:00,993.18,93.8,6.01
50536,2020-12-17 00:10:00,993.15,94.6,5.75
50537,2020-12-17 00:20:00,993.15,95.4,5.51
50538,2020-12-17 00:30:00,993.21,95.7,5.38
50539,2020-12-17 00:40:00,993.23,95.6,5.32
50540,2020-12-17 00:50:00,993.14,95.8,5.23
50541,2020-12-17 01:00:00,993.13,96.0,5.19
50542,2020-12-17 01:10:00,993.07,95.6,5.17
50543,2020-12-17 01:20:00,993.12,95.8,5.08
50544,2020-12-17 01:30:00,993.15,96.3,4.94
50545,2020-12-17 01:40:00,993.12,96.9,4.78
50546,2020-12-17 01:50:00,993.13,97.6,4.65
50547,2020-12-17 02:00:00,993.07,97.9,4.59
50548,2020-12-17 02:10:00,993.03,97.9,4.61
50549,2020-12-17 02:20:00,993.0,98.1,4.51
50550,2020-12-17 02:30:00,993.07,98.5,4.4
50551,2020-12-17 02:40:00,993.15,98.7,4.34
50552,2020-12-17 02:50:00,993.26,98.4,4.28
50553,2020-12-17 03:00:00,993.23,98.4,4.21
50554,2020-12-17 03:10:00,993.13,98.8,4.12
50555,2020-12-17 03:20:00,993.08,99.2,4.1
50556,2020-12-17 03:30:00,993.05,98.8,4.13
50557,2020-12-17 03:40:00,993.1,98.6,4.17
50558,2020-12-17 03:50:00,993.12,98.5,4.13
50559,2020-12-17 04:00:00,993.13,98.6,4.09
50560,2020-12-17 04:10:00,993.11,98.9,3.88
50561,2020-12-17 04:20:00,993.15,99.5,3.91
50562,2020-12-17 04:30:00,993.22,98.7,4.04
50563,2020-12-17 04:40:00,993.25,98.6,4.17
50564,2020-12-17 04:50:00,993.3,97.6,4.33
50565,2020-12-17 05:00:00,993.3,97.1,4.39
50566,2020-12-17 05:10:00,993.25,96.3,4.52
50567,2020-12-17 05:20:00,993.16,95.9,4.58
50568,2020-12-17 05:30:00,993.17,95.4,4.66
50569,2020-12-17 05:40:00,993.15,95.2,4.67
50570,2020-12-17 05:50:00,993.12,94.9,4.73
50571,2020-12-17 06:00:00,993.19,94.8,4.75
50572,2020-12-17 06:10:00,993.13,94.3,4.81
50573,2020-12-17 06:20:00,993.14,94.1,4.81
50574,2020-12-17 06:30:00,993.15,93.4,4.9
50575,2020-12-17 06:40:00,993.17,92.8,5.01
50576,2020-12-17 06:50:00,993.19,92.6,5.02
50577,2020-12-17 07:00:00,993.15,92.8,4.99
50578,2020-12-17 07:10:00,993.19,92.7,5.02
50579,2020-12-17 07:20:00,993.23,92.5,5.04
50580,2020-12-17 07:30:00,993.28,92.7,4.97
50581,2020-12-17 07:40:00,993.35,92.6,4.97
50582,2020-12-17 07:50:00,993.37,92.6,4.94
50583,2020-12-17 08:00:00,993.32,91.9,5.05
50584,2020-12-17 08:10:00,993.36,91.3,5.13
50585,2020-12-17 08:20:00,993.53,91.4,5.11
50586,2020-12-17 08:30:00,993.66,91.2,5.15
50587,2020-12-17 08:40:00,993.77,91.0,5.18
50588,2020-12-17 08:50:00,993.93,90.8,5.18
50589,2020-12-17 09:00:00,994.0,90.3,5.23
50590,2020-12-17 09:10:00,994.13,89.1,5.36
50591,2020-12-17 09:20:00,994.26,87.5,5.53
50592,2020-12-17 09:30:00,994.41,86.5,5.65
50593,2020-12-17 09:40:00,994.42,85.6,5.7
50594,2020-12-17 09:50:00,994.41,85.8,5.66
50595,2020-12-17 10:00:00,994.45,86.1,5.56
50596,2020-12-17 10:10:00,994.53,86.8,5.49
50597,2020-12-17 10:20:00,994.62,87.0,5.5
50598,2020-12-17 10:30:00,994.66,86.3,5.65
50599,2020-12-17 10:40:00,994.65,85.6,5.85
50600,2020-12-17 10:50:00,994.65,85.0,6.09
50601,2020-12-17 11:00:00,994.49,84.1,6.35
50602,2020-12-17 11:10:00,994.44,83.1,6.47
50603,2020-12-17 11:20:00,994.6,83.5,6.37
50604,2020-12-17 11:30:00,994.53,83.6,6.42
50605,2020-12-17 11:40:00,994.36,83.1,6.58
50606,2020-12-17 11:50:00,994.36,82.7,6.74
50607,2020-12-17 12:00:00,994.46,81.6,7.04
50608,2020-12-17 12:10:00,994.53,81.0,7.18
50609,2020-12-17 12:20:00,994.53,79.42,7.46
50610,2020-12-17 12:30:00,994.47,79.57,7.45
50611,2020-12-17 12:40:00,994.28,80.0,7.34
50612,2020-12-17 12:50:00,994.18,80.1,7.33
50613,2020-12-17 13:00:00,994.18,81.4,7.06
50614,2020-12-17 13:10:00,994.33,83.2,6.75
50615,2020-12-17 13:20:00,994.43,83.8,6.74
50616,2020-12-17 13:30:00,994.32,83.6,6.89
50617,2020-12-17 13:40:00,994.31,83.7,6.93
50618,2020-12-17 13:50:00,994.42,83.4,7.0
50619,2020-12-17 14:00:00,994.74,83.5,6.96
50620,2020-12-17 14:10:00,994.8,84.2,6.82
50621,2020-12-17 14:20:00,994.9,84.4,6.71
50622,2020-12-17 14:30:00,994.92,84.6,6.65
50623,2020-12-17 14:40:00,994.86,84.9,6.51
50624,2020-12-17 14:50:00,994.89,85.5,6.45
50625,2020-12-17 15:00:00,994.84,85.7,6.45
50626,2020-12-17 15:10:00,994.92,85.7,6.43
50627,2020-12-17 15:20:00,995.04,85.8,6.44
50628,2020-12-17 15:30:00,995.22,85.9,6.48
50629,2020-12-17 15:40:00,995.35,85.7,6.54
50630,2020-12-17 15:50:00,995.45,85.6,6.63
50631,2020-12-17 16:00:00,995.51,85.3,6.76
50632,2020-12-17 16:10:00,995.59,85.1,6.8
50633,2020-12-17 16:20:00,995.73,85.4,6.75
50634,2020-12-17 16:30:00,995.87,85.9,6.67
50635,2020-12-17 16:40:00,996.16,86.5,6.53
50636,2020-12-17 16:50:00,996.26,87.0,6.23
50637,2020-12-17 17:00:00,996.34,87.6,6.12
50638,2020-12-17 17:10:00,996.59,87.8,6.05
50639,2020-12-17 17:20:00,996.63,87.9,6.03
50640,2020-12-17 17:30:00,996.7,88.7,5.92
50641,2020-12-17 17:40:00,996.79,88.8,6.0
50642,2020-12-17 17:50:00,996.93,88.4,6.15
50643,2020-12-17 18:00:00,997.0,88.7,6.05
50644,2020-12-17 18:10:00,997.0,89.3,5.89
50645,2020-12-17 18:20:00,997.03,90.1,5.65
50646,2020-12-17 18:30:00,997.21,90.8,5.49
50647,2020-12-17 18:40:00,997.24,90.8,5.51
50648,2020-12-17 18:50:00,997.24,90.9,5.45
50649,2020-12-17 19:00:00,997.22,92.3,5.1
50650,2020-12-17 19:10:00,997.29,92.8,5.08
50651,2020-12-17 19:20:00,997.35,92.7,5.1
50652,2020-12-17 19:30:00,997.38,92.9,5.01
50653,2020-12-17 19:40:00,997.47,92.6,5.04
50654,2020-12-17 19:50:00,997.58,92.9,4.93
50655,2020-12-17 20:00:00,997.65,93.9,4.72
50656,2020-12-17 20:10:00,997.78,94.7,4.59
50657,2020-12-17 20:20:00,997.79,95.6,4.43
50658,2020-12-17 20:30:00,997.84,96.4,4.18
50659,2020-12-17 20:40:00,997.86,97.3,4.01
50660,2020-12-17 20:50:00,997.91,97.1,4.02
50661,2020-12-17 21:00:00,998.03,97.5,3.9
50662,2020-12-17 21:10:00,998.09,97.7,3.98
50663,2020-12-17 21:20:00,998.14,98.2,3.85
50664,2020-12-17 21:30:00,998.15,98.5,3.68
50665,2020-12-17 21:40:00,998.19,99.3,3.45
50666,2020-12-17 21:50:00,998.16,99.5,3.42
50667,2020-12-17 22:00:00,998.15,99.8,3.27
50668,2020-12-17 22:10:00,998.18,99.9,3.24
50669,2020-12-17 22:20:00,998.15,100.0,3.11
50670,2020-12-17 22:30:00,998.17,100.0,3.1
50671,2020-12-17 22:40:00,998.24,100.0,3.12
50672,2020-12-17 22:50:00,998.26,100.0,2.81
50673,2020-12-17 23:00:00,998.26,100.0,2.25
50674,2020-12-17 23:10:00,998.26,100.0,2.03
50675,2020-12-17 23:20:00,998.29,100.0,1.92
50676,2020-12-17 23:30:00,998.31,100.0,1.84
50677,2020-12-17 23:40:00,998.34,100.0,1.59
50678,2020-12-17 23:50:00,998.34,100.0,1.55
50679,2020-12-18 00:00:00,998.34,100.0,1.67
50680,2020-12-18 00:10:00,998.31,100.0,1.62
50681,2020-12-18 00:20:00,998.3,100.0,1.64
50682,2020-12-18 00:30:00,998.41,100.0,1.78
50683,2020-12-18 00:40:00,998.55,100.0,1.74
50684,2020-12-18 00:50:00,998.61,100.0,1.45
50685,2020-12-18 01:00:00,998.57,100.0,1.31
50686,2020-12-18 01:10:00,998.57,100.0,1.46
50687,2020-12-18 01:20:00,998.56,100.0,1.44
50688,2020-12-18 01:30:00,998.59,100.0,1.25
50689,2020-12-18 01:40:00,998.63,100.0,1.41
50690,2020-12-18 01:50:00,998.67,100.0,1.17
50691,2020-12-18 02:00:00,998.69,100.0,0.98
50692,2020-12-18 02:10:00,998.73,100.0,0.42
50693,2020-12-18 02:20:00,998.7,100.0,0.1
50694,2020-12-18 02:30:00,998.72,100.0,0.42
50695,2020-12-18 02:40:00,998.74,100.0,0.65
50696,2020-12-18 02:50:00,998.73,100.0,0.51
50697,2020-12-18 03:00:00,998.77,100.0,0.43
50698,2020-12-18 03:10:00,998.85,100.0,0.45
50699,2020-12-18 03:20:00,998.85,100.0,0.52
50700,2020-12-18 03:30:00,998.78,100.0,0.46
50701,2020-12-18 03:40:00,998.74,100.0,0.84
50702,2020-12-18 03:50:00,998.75,100.0,0.85
50703,2020-12-18 04:00:00,998.75,100.0,0.69
50704,2020-12-18 04:10:00,998.78,100.0,0.73
50705,2020-12-18 04:20:00,998.83,100.0,0.73
50706,2020-12-18 04:30:00,998.77,100.0,0.73
50707,2020-12-18 04:40:00,998.74,100.0,0.88
50708,2020-12-18 04:50:00,998.72,100.0,0.99
50709,2020-12-18 05:00:00,998.83,100.0,1.1
50710,2020-12-18 05:10:00,998.91,100.0,0.44
50711,2020-12-18 05:20:00,998.94,100.0,0.41
50712,2020-12-18 05:30:00,998.91,100.0,0.2
50713,2020-12-18 05:40:00,998.96,100.0,-0.17
50714,2020-12-18 05:50:00,999.02,100.0,0.33
50715,2020-12-18 06:00:00,998.99,100.0,-0.25
50716,2020-12-18 06:10:00,998.97,100.0,-0.11
50717,2020-12-18 06:20:00,998.95,100.0,-0.08
50718,2020-12-18 06:30:00,999.02,100.0,0.32
50719,2020-12-18 06:40:00,999.03,100.0,0.42
50720,2020-12-18 06:50:00,999.0,100.0,0.4
50721,2020-12-18 07:00:00,998.96,100.0,0.61
50722,2020-12-18 07:10:00,999.08,100.0,0.8
50723,2020-12-18 07:20:00,999.09,100.0,0.99
50724,2020-12-18 07:30:00,999.07,100.0,1.17
50725,2020-12-18 07:40:00,999.12,100.0,1.32
50726,2020-12-18 07:50:00,999.2,100.0,1.27
50727,2020-12-18 08:00:00,999.29,100.0,1.25
50728,2020-12-18 08:10:00,999.26,100.0,1.41
50729,2020-12-18 08:20:00,999.25,100.0,1.32
50730,2020-12-18 08:30:00,999.27,100.0,0.96
50731,2020-12-18 08:40:00,999.26,100.0,0.77
50732,2020-12-18 08:50:00,999.26,100.0,0.69
50733,2020-12-18 09:00:00,999.28,100.0,0.64
50734,2020-12-18 09:10:00,999.26,100.0,0.7
50735,2020-12-18 09:20:00,999.23,100.0,0.86
50736,2020-12-18 09:30:00,999.25,100.0,1.05
50737,2020-12-18 09:40:00,999.21,100.0,1.53
50738,2020-12-18 09:50:00,999.21,100.0,2.07
50739,2020-12-18 10:00:00,999.23,100.0,2.24
50740,2020-12-18 10:10:00,999.24,99.0,2.65
50741,2020-12-18 10:20:00,999.28,98.5,2.76
50742,2020-12-18 10:30:00,999.3,98.0,2.92
50743,2020-12-18 10:40:00,999.17,97.1,3.28
50744,2020-12-18 10:50:00,999.12,95.8,3.61
50745,2020-12-18 11:00:00,999.11,94.9,3.94
50746,2020-12-18 11:10:00,999.07,94.1,4.23
50747,2020-12-18 11:20:00,999.01,92.5,4.65
50748,2020-12-18 11:30:00,998.96,92.1,4.85
50749,2020-12-18 11:40:00,998.85,92.5,4.92
50750,2020-12-18 11:50:00,998.72,90.8,5.31
50751,2020-12-18 12:00:00,998.64,88.8,5.94
50752,2020-12-18 12:10:00,998.6,88.2,6.31
50753,2020-12-18 12:20:00,998.55,86.1,6.93
50754,2020-12-18 12:30:00,998.47,83.4,7.54
50755,2020-12-18 12:40:00,998.36,81.0,8.03
50756,2020-12-18 12:50:00,998.2,79.64,8.19
50757,2020-12-18 13:00:00,998.03,79.46,8.24
50758,2020-12-18 13:10:00,997.96,79.76,8.18
50759,2020-12-18 13:20:00,997.87,78.45,8.5
50760,2020-12-18 13:30:00,997.77,77.25,8.83
50761,2020-12-18 13:40:00,997.7,77.02,8.82
50762,2020-12-18 13:50:00,997.64,78.28,8.52
50763,2020-12-18 14:00:00,997.58,79.64,8.33
50764,2020-12-18 14:10:00,997.55,78.92,8.55
50765,2020-12-18 14:20:00,997.54,78.22,8.63
50766,2020-12-18 14:30:00,997.51,77.61,8.73
50767,2020-12-18 14:40:00,997.6,75.91,9.07
50768,2020-12-18 14:50:00,997.63,74.37,9.32
50769,2020-12-18 15:00:00,997.7,75.11,9.17
50770,2020-12-18 15:10:00,997.7,75.33,9.04
50771,2020-12-18 15:20:00,997.61,78.17,8.44
50772,2020-12-18 15:30:00,997.52,81.0,7.85
50773,2020-12-18 15:40:00,997.47,81.6,7.72
50774,2020-12-18 15:50:00,997.51,82.5,7.53
50775,2020-12-18 16:00:00,997.53,83.4,7.38
50776,2020-12-18 16:10:00,997.51,83.8,7.3
50777,2020-12-18 16:20:00,997.44,83.9,7.26
50778,2020-12-18 16:30:00,997.41,83.8,7.23
50779,2020-12-18 16:40:00,997.41,84.4,7.08
50780,2020-12-18 16:50:00,997.36,84.6,6.92
50781,2020-12-18 17:00:00,997.32,85.0,6.75
50782,2020-12-18 17:10:00,997.34,86.7,6.38
50783,2020-12-18 17:20:00,997.36,89.0,5.85
50784,2020-12-18 17:30:00,997.39,91.4,5.26
50785,2020-12-18 17:40:00,997.33,93.3,5.08
50786,2020-12-18 17:50:00,997.24,94.4,4.83
50787,2020-12-18 18:00:00,997.14,94.9,4.73
50788,2020-12-18 18:10:00,997.08,93.8,4.85
50789,2020-12-18 18:20:00,997.0,93.8,4.75
50790,2020-12-18 18:30:00,996.94,95.1,4.44
50791,2020-12-18 18:40:00,996.9,96.1,4.22
50792,2020-12-18 18:50:00,996.88,95.9,4.18
50793,2020-12-18 19:00:00,996.95,96.4,3.99
50794,2020-12-18 19:10:00,996.97,97.1,3.82
50795,2020-12-18 19:20:00,997.0,97.1,3.81
50796,2020-12-18 19:30:00,997.0,97.4,3.67
50797,2020-12-18 19:40:00,997.03,98.2,3.45
50798,2020-12-18 19:50:00,997.03,98.5,3.26
50799,2020-12-18 20:00:00,996.99,98.7,3.22
50800,2020-12-18 20:10:00,996.93,98.5,3.24
50801,2020-12-18 20:20:00,996.82,98.9,3.05
50802,2020-12-18 20:30:00,996.8,99.4,2.83
50803,2020-12-18 20:40:00,996.83,99.7,2.76
50804,2020-12-18 20:50:00,996.81,99.7,2.68
50805,2020-12-18 21:00:00,996.78,100.0,2.58
50806,2020-12-18 21:10:00,996.79,100.0,2.69
50807,2020-12-18 21:20:00,996.72,100.0,2.67
50808,2020-12-18 21:30:00,996.7,100.0,2.62
50809,2020-12-18 21:40:00,996.63,100.0,2.45
50810,2020-12-18 21:50:00,996.57,100.0,2.27
50811,2020-12-18 22:00:00,996.54,100.0,2.29
50812,2020-12-18 22:10:00,996.5,100.0,2.34
50813,2020-12-18 22:20:00,996.41,100.0,2.1
50814,2020-12-18 22:30:00,996.35,100.0,2.07
50815,2020-12-18 22:40:00,996.32,99.9,2.44
50816,2020-12-18 22:50:00,996.28,99.8,2.53
50817,2020-12-18 23:00:00,996.26,99.2,2.61
50818,2020-12-18 23:10:00,996.22,99.5,2.42
50819,2020-12-18 23:20:00,996.19,99.9,2.17
50820,2020-12-18 23:30:00,996.17,100.0,2.05
50821,2020-12-18 23:40:00,996.15,100.0,2.04
50822,2020-12-18 23:50:00,996.12,100.0,2.06
50823,2020-12-19 00:00:00,996.09,99.9,2.09
50824,2020-12-19 00:10:00,996.03,99.4,2.17
50825,2020-12-19 00:20:00,996.05,99.4,2.08
50826,2020-12-19 00:30:00,995.96,99.7,2.12
50827,2020-12-19 00:40:00,995.93,99.6,2.2
50828,2020-12-19 00:50:00,995.92,99.2,2.26
50829,2020-12-19 01:00:00,995.92,99.5,2.18
50830,2020-12-19 01:10:00,995.87,99.5,2.13
50831,2020-12-19 01:20:00,995.74,99.5,2.16
50832,2020-12-19 01:30:00,995.73,99.2,2.17
50833,2020-12-19 01:40:00,995.66,99.6,2.12
50834,2020-12-19 01:50:00,995.53,99.6,2.09
50835,2020-12-19 02:00:00,995.47,99.6,2.1
50836,2020-12-19 02:10:00,995.48,99.8,2.06
50837,2020-12-19 02:20:00,995.43,99.9,2.0
50838,2020-12-19 02:30:00,995.35,100.0,1.95
50839,2020-12-19 02:40:00,995.2,100.0,1.85
50840,2020-12-19 02:50:00,994.98,100.0,1.87
50841,2020-12-19 03:00:00,994.9,100.0,2.02
50842,2020-12-19 03:10:00,994.87,99.9,2.33
50843,2020-12-19 03:20:00,994.84,99.2,2.66
50844,2020-12-19 03:30:00,994.73,98.8,2.68
50845,2020-12-19 03:40:00,994.66,99.2,2.64
50846,2020-12-19 03:50:00,994.59,99.2,2.67
50847,2020-12-19 04:00:00,994.54,99.0,2.61
50848,2020-12-19 04:10:00,994.52,99.6,2.42
50849,2020-12-19 04:20:00,994.49,100.0,2.18
50850,2020-12-19 04:30:00,994.43,100.0,2.1
50851,2020-12-19 04:40:00,994.3,100.0,2.09
50852,2020-12-19 04:50:00,994.2,100.0,2.11
50853,2020-12-19 05:00:00,994.11,100.0,1.99
50854,2020-12-19 05:10:00,994.04,100.0,1.59
50855,2020-12-19 05:20:00,993.95,100.0,1.42
50856,2020-12-19 05:30:00,993.82,100.0,1.81
50857,2020-12-19 05:40:00,993.78,99.5,2.12
50858,2020-12-19 05:50:00,993.74,99.3,2.17
50859,2020-12-19 06:00:00,993.77,98.9,2.16
50860,2020-12-19 06:10:00,993.86,98.9,1.92
50861,2020-12-19 06:20:00,993.97,99.8,1.49
50862,2020-12-19 06:30:00,993.98,100.0,1.03
50863,2020-12-19 06:40:00,994.0,100.0,0.91
50864,2020-12-19 06:50:00,993.95,100.0,0.8
50865,2020-12-19 07:00:00,993.96,100.0,0.6
50866,2020-12-19 07:10:00,993.88,100.0,0.59
50867,2020-12-19 07:20:00,993.84,100.0,0.73
50868,2020-12-19 07:30:00,993.83,100.0,1.19
50869,2020-12-19 07:40:00,993.85,99.7,1.53
50870,2020-12-19 07:50:00,993.9,99.0,1.59
50871,2020-12-19 08:00:00,993.85,99.5,1.13
50872,2020-12-19 08:10:00,993.89,100.0,0.78
50873,2020-12-19 08:20:00,993.94,100.0,1.09
50874,2020-12-19 08:30:00,993.95,99.5,1.43
50875,2020-12-19 08:40:00,993.94,98.4,1.61
50876,2020-12-19 08:50:00,993.95,98.3,1.69
50877,2020-12-19 09:00:00,994.01,98.0,1.72
50878,2020-12-19 09:10:00,994.02,97.7,1.69
50879,2020-12-19 09:20:00,993.98,96.3,1.72
50880,2020-12-19 09:30:00,993.99,97.3,1.32
50881,2020-12-19 09:40:00,994.0,97.1,1.55
50882,2020-12-19 09:50:00,994.08,95.8,1.81
50883,2020-12-19 10:00:00,994.15,95.1,2.05
50884,2020-12-19 10:10:00,994.21,94.0,2.22
50885,2020-12-19 10:20:00,994.37,93.2,2.49
50886,2020-12-19 10:30:00,994.45,91.8,2.88
50887,2020-12-19 10:40:00,994.44,90.4,3.27
50888,2020-12-19 10:50:00,994.38,89.8,3.46
50889,2020-12-19 11:00:00,994.32,88.8,3.83
50890,2020-12-19 11:10:00,994.22,87.3,4.09
50891,2020-12-19 11:20:00,994.16,86.1,4.39
50892,2020-12-19 11:30:00,994.05,84.9,4.72
50893,2020-12-19 11:40:00,994.0,83.3,5.19
50894,2020-12-19 11:50:00,993.98,81.4,5.64
50895,2020-12-19 12:00:00,993.94,79.88,6.03
50896,2020-12-19 12:10:00,993.83,79.23,6.24
50897,2020-12-19 12:20:00,993.71,77.79,6.65
50898,2020-12-19 12:30:00,993.62,77.35,6.84
50899,2020-12-19 12:40:00,993.53,76.68,7.13
50900,2020-12-19 12:50:00,993.41,74.65,7.67
50901,2020-12-19 13:00:00,993.35,73.82,7.93
50902,2020-12-19 13:10:00,993.27,73.55,7.99
50903,2020-12-19 13:20:00,993.21,71.67,8.52
50904,2020-12-19 13:30:00,993.14,70.94,8.73
50905,2020-12-19 13:40:00,993.05,70.78,8.81
50906,2020-12-19 13:50:00,993.08,71.89,8.58
50907,2020-12-19 14:00:00,993.01,72.66,8.46
50908,2020-12-19 14:10:00,992.92,71.88,8.67
50909,2020-12-19 14:20:00,992.91,71.51,8.76
50910,2020-12-19 14:30:00,992.9,71.09,8.8
50911,2020-12-19 14:40:00,992.84,71.0,8.8
50912,2020-12-19 14:50:00,992.85,71.23,8.72
50913,2020-12-19 15:00:00,992.84,72.22,8.51
50914,2020-12-19 15:10:00,992.85,73.3,8.21
50915,2020-12-19 15:20:00,992.88,74.05,8.05
50916,2020-12-19 15:30:00,992.92,74.25,8.01
50917,2020-12-19 15:40:00,992.97,74.57,7.9
50918,2020-12-19 15:50:00,992.99,76.59,7.45
50919,2020-12-19 16:00:00,992.99,78.34,7.09
50920,2020-12-19 16:10:00,993.06,79.34,6.91
50921,2020-12-19 16:20:00,993.12,80.0,6.81
50922,2020-12-19 16:30:00,993.14,80.9,6.58
50923,2020-12-19 16:40:00,993.19,82.0,6.34
50924,2020-12-19 16:50:00,993.23,82.9,6.11
50925,2020-12-19 17:00:00,993.23,83.3,6.03
50926,2020-12-19 17:10:00,993.3,83.7,5.9
50927,2020-12-19 17:20:00,993.42,84.6,5.81
50928,2020-12-19 17:30:00,993.59,85.2,5.78
50929,2020-12-19 17:40:00,993.68,86.3,5.39
50930,2020-12-19 17:50:00,993.74,88.1,5.08
50931,2020-12-19 18:00:00,993.79,88.6,4.89
50932,2020-12-19 18:10:00,993.88,89.1,4.73
50933,2020-12-19 18:20:00,993.96,89.5,4.59
50934,2020-12-19 18:30:00,994.04,90.6,4.36
50935,2020-12-19 18:40:00,994.16,91.9,4.06
50936,2020-12-19 18:50:00,994.14,92.3,4.0
50937,2020-12-19 19:00:00,994.19,92.0,4.01
50938,2020-12-19 19:10:00,994.3,91.6,4.03
50939,2020-12-19 19:20:00,994.26,91.3,4.0
50940,2020-12-19 19:30:00,994.24,91.0,3.98
50941,2020-12-19 19:40:00,994.23,90.2,4.04
50942,2020-12-19 19:50:00,994.2,90.3,3.93
50943,2020-12-19 20:00:00,994.16,89.9,3.9
50944,2020-12-19 20:10:00,994.17,90.5,3.7
50945,2020-12-19 20:20:00,994.2,90.6,3.62
50946,2020-12-19 20:30:00,994.11,90.4,3.55
50947,2020-12-19 20:40:00,994.07,90.1,3.5
50948,2020-12-19 20:50:00,994.05,90.2,3.42
50949,2020-12-19 21:00:00,994.07,90.1,3.36
50950,2020-12-19 21:10:00,994.06,88.9,3.5
50951,2020-12-19 21:20:00,994.05,88.9,3.46
50952,2020-12-19 21:30:00,993.93,89.5,3.33
50953,2020-12-19 21:40:00,993.83,90.2,3.16
50954,2020-12-19 21:50:00,993.9,89.8,3.13
50955,2020-12-19 22:00:00,994.03,88.6,3.28
50956,2020-12-19 22:10:00,994.08,88.4,3.31
50957,2020-12-19 22:20:00,994.12,88.5,3.31
50958,2020-12-19 22:30:00,994.16,89.2,3.11
50959,2020-12-19 22:40:00,994.17,90.0,2.94
50960,2020-12-19 22:50:00,994.17,89.9,2.89
50961,2020-12-19 23:00:00,994.18,90.5,2.75
50962,2020-12-19 23:10:00,994.23,90.5,2.72
50963,2020-12-19 23:20:00,994.23,90.6,2.7
50964,2020-12-19 23:30:00,994.23,89.9,2.82
50965,2020-12-19 23:40:00,994.26,89.2,2.93
50966,2020-12-19 23:50:00,994.35,89.3,2.91
50967,2020-12-20 00:00:00,994.33,89.0,2.93
50968,2020-12-20 00:10:00,994.23,89.2,2.85
50969,2020-12-20 00:20:00,994.14,90.0,2.65
50970,2020-12-20 00:30:00,994.16,90.3,2.48
50971,2020-12-20 00:40:00,994.19,90.6,2.37
50972,2020-12-20 00:50:00,994.21,90.2,2.36
50973,2020-12-20 01:00:00,994.15,89.3,2.46
50974,2020-12-20 01:10:00,994.18,88.6,2.52
50975,2020-12-20 01:20:00,994.25,88.8,2.47
50976,2020-12-20 01:30:00,994.32,89.4,2.33
50977,2020-12-20 01:40:00,994.34,90.5,2.06
50978,2020-12-20 01:50:00,994.32,90.9,1.96
50979,2020-12-20 02:00:00,994.35,90.5,2.01
50980,2020-12-20 02:10:00,994.41,90.0,2.09
50981,2020-12-20 02:20:00,994.48,90.5,1.94
50982,2020-12-20 02:30:00,994.51,91.0,1.82
50983,2020-12-20 02:40:00,994.47,91.8,1.69
50984,2020-12-20 02:50:00,994.46,92.1,1.55
50985,2020-12-20 03:00:00,994.43,91.7,1.56
50986,2020-12-20 03:10:00,994.42,90.9,1.68
50987,2020-12-20 03:20:00,994.35,90.5,1.71
50988,2020-12-20 03:30:00,994.29,90.6,1.64
50989,2020-12-20 03:40:00,994.27,90.9,1.58
50990,2020-12-20 03:50:00,994.24,90.9,1.55
50991,2020-12-20 04:00:00,994.29,90.7,1.56
50992,2020-12-20 04:10:00,994.23,91.1,1.46
50993,2020-12-20 04:20:00,994.28,91.5,1.35
50994,2020-12-20 04:30:00,994.39,92.4,1.16
50995,2020-12-20 04:40:00,994.48,92.4,1.2
50996,2020-12-20 04:50:00,994.45,92.0,1.21
